10.47.231.184,208.80.154.224,54448,443,1,418,0,1
10.47.231.184,208.80.154.240,54449,443,1,655,0,2
10.47.231.184,216.58.193.174,59697,443,0,51,0,4
10.47.231.184,239.255.255.250,50666,1900,0,202,0,3
10.47.231.184,208.80.154.224,54448,443,1,418,0,1
10.47.231.184,208.80.154.240,54449,443,1,655,0,2
208.80.154.224,10.47.231.184,443,54448,1,1500,0,1
208.80.154.224,10.47.231.184,443,54448,1,580,0,1
10.47.231.184,208.80.154.224,54448,443,1,64,0,1
10.47.231.184,208.80.154.224,54448,443,1,64,0,1
208.80.154.240,10.47.231.184,443,54449,1,1373,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,64,0,2
10.47.231.184,208.80.154.240,54449,443,1,72,0,2
208.80.154.240,10.47.231.184,443,54449,1,1246,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,72,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,72,0,2
10.47.231.184,208.80.154.240,54449,443,1,72,0,2
208.80.154.224,10.47.231.184,443,54448,1,1373,0,1
10.47.231.184,208.80.154.224,54448,443,1,72,0,1
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,52,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,90,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.224,10.47.231.184,443,54448,1,52,0,1
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.224,10.47.231.184,443,54448,1,679,0,1
10.47.231.184,208.80.154.224,54448,443,1,64,0,1
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.224,10.47.231.184,443,54448,1,681,0,1
10.47.231.184,208.80.154.224,54448,443,1,64,0,1
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.224,10.47.231.184,443,54448,1,662,0,1
10.47.231.184,208.80.154.224,54448,443,1,64,0,1
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1373,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1373,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
10.47.231.184,208.80.154.240,54449,443,1,80,0,2
208.80.154.240,10.47.231.184,443,54449,1,1500,0,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,60,1,1
10.47.231.184,173.194.55.119,51175,443,0,73,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,60,1,1
10.47.231.184,173.194.55.119,51175,443,0,60,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
40.136.10.148,10.47.231.184,443,54880,0,52,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
10.47.231.184,216.58.193.174,59697,443,0,1378,1,3
10.47.231.184,173.194.55.119,51175,443,0,705,1,1
10.47.231.184,40.136.10.148,54880,443,0,196,1,2
10.47.231.184,173.194.55.119,51175,443,0,63,1,1
10.47.231.184,173.194.55.119,51175,443,0,705,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,40.136.10.148,54880,443,0,60,1,2
10.47.231.184,40.136.10.148,54880,443,0,60,1,2
40.136.10.148,10.47.231.184,443,54880,0,279,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,40.136.10.148,54880,443,0,60,1,2
10.47.231.184,40.136.10.148,54880,443,0,60,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,747,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,40.136.10.148,54880,443,0,60,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,62,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
10.47.231.184,173.194.55.119,51175,443,0,77,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
40.136.10.148,10.47.231.184,443,54880,0,687,1,2
10.47.231.184,40.136.10.148,54880,443,0,60,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,40.136.10.148,54880,443,0,60,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
40.136.10.148,10.47.231.184,443,54880,0,52,1,2
40.136.10.148,10.47.231.184,443,54880,0,52,1,2
40.136.10.148,10.47.231.184,443,54880,0,116,1,2
40.136.10.148,10.47.231.184,443,54880,0,127,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
40.136.10.148,10.47.231.184,443,54880,0,687,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,40.136.10.148,54880,443,0,184,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
216.58.193.174,10.47.231.184,443,59697,0,48,1,3
40.136.10.148,10.47.231.184,443,54880,0,52,1,2
216.58.193.174,10.47.231.184,443,59697,0,104,1,3
10.47.231.184,40.136.10.148,54880,443,0,177,1,2
216.58.193.174,10.47.231.184,443,59697,0,670,1,3
10.47.231.184,216.58.193.174,59697,443,0,56,1,3
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,64,1,1
216.58.193.174,10.47.231.184,443,59697,0,56,1,3
216.58.193.174,10.47.231.184,443,59697,0,201,1,3
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,279,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,216.58.193.174,59697,443,0,56,1,3
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,52,1,2
216.58.193.174,10.47.231.184,443,59697,0,104,1,3
173.194.55.119,10.47.231.184,443,51175,0,49,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,60,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
216.58.193.174,10.47.231.184,443,59697,0,48,1,3
173.194.55.119,10.47.231.184,443,51175,0,49,1,1
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,747,1,2
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
40.136.10.148,10.47.231.184,443,54880,0,49,1,2
173.194.55.119,10.47.231.184,443,51175,0,49,1,1
216.58.193.174,10.47.231.184,443,59697,0,670,1,3
173.194.55.119,10.47.231.184,443,51175,0,49,1,1
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
40.136.10.148,10.47.231.184,443,54880,0,1378,1,2
10.47.231.184,216.58.193.174,59697,443,0,56,1,3
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
10.47.231.184,173.194.55.119,51175,443,0,60,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,60,1,1
40.136.10.148,10.47.231.184,443,54880,0,690,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,40.136.10.148,54880,443,0,57,1,2
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
173.194.55.119,10.47.231.184,443,51175,0,1378,1,1
10.47.231.184,173.194.55.119,51175,443,0,57,1,1
10.47.231.184,10.47.78.173,16393,16393,0,171,2,1
10.47.231.184,10.47.78.173,16393,16393,0,171,2,1
10.47.231.184,10.47.78.173,16393,16393,0,272,2,1
10.47.231.184,10.47.78.173,16393,16393,0,272,2,1
10.47.231.184,10.47.78.173,16393,16393,0,302,2,1
10.47.231.184,10.47.78.173,16393,16393,0,302,2,1
10.47.231.184,10.47.78.173,16393,16393,0,294,2,1
10.47.231.184,10.47.78.173,16393,16393,0,294,2,1
10.47.231.184,10.47.78.173,16393,16393,0,74,2,1
10.47.231.184,10.47.78.173,16393,16393,0,318,2,1
10.47.231.184,10.47.78.173,16393,16393,0,318,2,1
10.47.231.184,10.47.78.173,16393,16393,0,171,2,1
10.47.231.184,10.47.78.173,16393,16393,0,173,2,1
10.47.231.184,10.47.78.173,16393,16393,0,457,2,1
10.47.231.184,10.47.78.173,16393,16393,0,457,2,1
10.47.231.184,10.47.78.173,16393,16393,0,488,2,1
10.47.231.184,10.47.78.173,16393,16393,0,488,2,1
10.47.231.184,10.47.78.173,16393,16393,0,362,2,1
10.47.231.184,10.47.78.173,16393,16393,0,362,2,1
10.47.231.184,10.47.78.173,16393,16393,0,76,2,1
10.47.231.184,10.47.78.173,16393,16393,0,504,2,1
10.47.231.184,10.47.78.173,16393,16393,0,504,2,1
10.47.231.184,10.47.78.173,16393,16393,0,170,2,1
10.47.231.184,10.47.78.173,16393,16393,0,370,2,1
10.47.231.184,10.47.78.173,16393,16393,0,370,2,1
10.47.231.184,10.47.78.173,16393,16393,0,394,2,1
10.47.231.184,10.47.78.173,16393,16393,0,394,2,1
10.47.231.184,10.47.78.173,16393,16393,0,479,2,1
10.47.231.184,10.47.78.173,16393,16393,0,78,2,1
10.47.231.184,10.47.78.173,16393,16393,0,495,2,1
10.47.231.184,10.47.78.173,16393,16393,0,495,2,1
10.47.231.184,10.47.78.173,16393,16393,0,171,2,1
10.47.231.184,35.162.150.46,54513,443,1,64,2,2
10.47.231.184,10.47.78.173,16393,16393,0,166,2,1
10.47.231.184,10.47.78.173,16393,16393,0,282,2,1
10.47.231.184,10.47.78.173,16393,16393,0,282,2,1
10.47.231.184,10.47.78.173,16393,16393,0,354,2,1
10.47.231.184,10.47.78.173,16393,16393,0,354,2,1
10.47.231.184,10.47.78.173,16393,16393,0,261,2,1
10.47.231.184,10.47.78.173,16393,16393,0,261,2,1
10.47.231.184,10.47.78.173,16393,16393,0,74,2,1
10.47.231.184,10.47.78.173,16393,16393,0,370,2,1
10.47.231.184,10.47.78.173,16393,16393,0,370,2,1
10.47.231.184,10.47.78.173,16393,16393,0,164,2,1
10.47.231.184,10.47.78.173,16393,16393,0,391,2,1
10.47.231.184,10.47.78.173,16393,16393,0,391,2,1
10.47.231.184,10.47.78.173,16393,16393,0,424,2,1
10.47.231.184,10.47.78.173,16393,16393,0,424,2,1
10.47.231.184,10.47.78.173,16393,16393,0,336,2,1
10.47.231.184,10.47.78.173,16393,16393,0,335,2,1
10.47.231.184,10.47.78.173,16393,16393,0,75,2,1
10.47.231.184,10.47.78.173,16393,16393,0,440,2,1
10.47.231.184,10.47.78.173,16393,16393,0,440,2,1
10.47.231.184,10.47.78.173,16393,16393,0,167,2,1
10.47.231.184,10.47.78.173,16393,16393,0,168,2,1
10.47.231.184,10.47.78.173,16393,16393,0,394,2,1
10.47.231.184,10.47.78.173,16393,16393,0,393,2,1
10.47.231.184,10.47.78.173,16393,16393,0,442,2,1
10.47.231.184,10.47.78.173,16393,16393,0,441,2,1
10.47.231.184,10.47.78.173,16393,16393,0,521,2,1
10.47.231.184,10.47.78.173,16393,16393,0,533,2,1
10.47.231.184,10.47.78.173,16393,16393,0,168,2,1
10.47.231.184,10.47.78.173,16393,16393,0,169,2,1
10.47.231.184,10.47.78.173,16393,16393,0,385,2,1
10.47.231.184,10.47.78.173,16393,16393,0,385,2,1
10.47.231.184,10.47.78.173,16393,16393,0,485,2,1
10.47.231.184,10.47.78.173,16393,16393,0,485,2,1
10.47.231.184,10.47.78.173,16393,16393,0,319,2,1
10.47.231.184,10.47.78.173,16393,16393,0,319,2,1
10.47.231.184,10.47.78.173,16393,16393,0,78,2,1
10.47.231.184,10.47.78.173,16393,16393,0,501,2,1
10.47.231.184,10.47.78.173,16393,16393,0,501,2,1
10.47.231.184,10.47.78.173,16393,16393,0,173,2,1
